id,sentence,emotion,layer,confidence_llama,confidence_mistral,avg_confidence
832,A sudden feeling of sympathy filled their heart.,empathy,2,0.95,0.95,0.95
833,It reflected a genuine feeling of wonder.,awe,3,0.95,0.95,0.95
834,Everyone noticed the expressed fear in that moment.,fear,1,0.92,0.95,0.935
836,A sudden feeling of panic filled their heart.,fear,1,0.92,0.95,0.935
837,It was a moment marked by gratitude.,gratitude,3,0.95,0.95,0.95
838,You could sense the public anger in their voice.,anger,1,0.92,0.95,0.935
839,There was a clear sense of happiness throughout the day.,joy,1,0.92,0.95,0.935
840,A sudden feeling of terrified filled their heart.,fear,1,0.98,0.95,0.965
841,It reflected a genuine feeling of loneliness.,loneliness,2,0.95,0.95,0.95
842,The situation brought out deep furious.,anger,1,0.92,0.95,0.935
843,The situation brought out deep grateful.,gratitude,3,0.93,0.85,0.89
844,It reflected a genuine feeling of sense of awe.,awe,3,0.95,0.95,0.95
845,Everyone noticed the regret in that moment.,regret,2,0.95,0.95,0.95
846,Everyone noticed the felt regret in that moment.,regret,2,0.92,0.95,0.935
847,It reflected a genuine feeling of panic.,fear,1,0.92,0.95,0.935
848,A sudden feeling of terrified filled their heart.,fear,1,0.98,0.98,0.98
849,There was a clear sense of isolation throughout the day.,loneliness,2,0.92,0.95,0.935
850,Everyone noticed the anger in that moment.,anger,1,0.93,0.95,0.94
851,A sudden feeling of expressed hope filled their heart.,hope,2,0.98,0.95,0.965
853,There was a clear sense of happiness throughout the day.,joy,1,0.95,0.98,0.965
854,You could sense the furious in their voice.,anger,1,0.92,0.95,0.935
859,It was a moment marked by hope.,hope,2,0.98,0.95,0.965
860,You could sense the felt regret in their voice.,regret,2,0.92,0.95,0.935
863,There was a clear sense of expressed regret throughout the day.,regret,2,0.95,0.95,0.95
864,It reflected a genuine feeling of gratitude.,gratitude,3,0.95,0.95,0.95
866,The situation brought out deep sense of awe.,awe,3,0.92,0.95,0.935
868,A sudden feeling of regret filled their heart.,regret,2,0.95,0.95,0.95
869,A sudden feeling of outrage filled their heart.,anger,1,0.93,0.95,0.94
870,A sudden feeling of thankful filled their heart.,gratitude,3,0.95,0.95,0.95
872,It was a moment marked by isolation.,loneliness,2,0.92,0.95,0.935
873,You could sense the awe in their voice.,awe,3,0.93,0.95,0.94
874,A sudden feeling of sense of awe filled their heart.,awe,3,0.98,0.98,0.98
875,You could sense the inner peace in their voice.,inner_peace,3,0.95,0.95,0.95
877,Everyone noticed the sense of awe in that moment.,awe,3,0.95,1.0,0.975
879,There was a clear sense of hope throughout the day.,hope,2,0.93,0.95,0.94
880,Everyone noticed the expressed joy in that moment.,joy,1,0.92,0.95,0.935
881,They experienced isolation in a quiet moment.,loneliness,2,0.92,0.95,0.935
882,You could sense the hopeful in their voice.,hope,2,0.83,0.95,0.8899999999999999
883,Everyone noticed the expressed gratitude in that moment.,gratitude,3,0.95,0.95,0.95
884,It reflected a genuine feeling of empathy.,empathy,2,0.98,0.95,0.965
885,A sudden feeling of delight filled their heart.,joy,1,0.93,0.95,0.94
887,There was a clear sense of thankful throughout the day.,gratitude,3,0.92,0.95,0.935
888,The situation brought out deep joy.,joy,1,0.98,0.98,0.98
889,That experience left them with lasting gratitude.,gratitude,3,0.95,0.95,0.95
890,You could sense the letting go in their voice.,sadness,1,0.92,0.85,0.885
891,It reflected a genuine feeling of remorse.,regret,2,0.92,0.95,0.935
893,They experienced expressed joy in a quiet moment.,joy,1,0.95,0.95,0.95
894,It reflected a genuine feeling of expressed fear.,fear,1,0.95,0.95,0.95
895,Everyone noticed the expressed gratitude in that moment.,gratitude,3,0.95,0.95,0.95
896,They experienced wonder in a quiet moment.,awe,3,0.92,0.95,0.935
897,It reflected a genuine feeling of expressed anger.,anger,1,0.95,0.95,0.95
898,There was a clear sense of grateful throughout the day.,gratitude,3,0.92,0.95,0.935
900,They experienced gratitude in a quiet moment.,gratitude,3,0.92,0.95,0.935
901,The situation brought out deep grief.,sadness,1,0.92,0.95,0.935
903,A sudden feeling of felt regret filled their heart.,regret,2,0.95,0.95,0.95
904,Everyone noticed the peace of mind in that moment.,inner_peace,3,0.92,0.95,0.935
905,It reflected a genuine feeling of public anger.,anger,1,0.92,0.95,0.935
906,It reflected a genuine feeling of public anger.,anger,1,0.93,0.95,0.94
907,A sudden feeling of deeply moved filled their heart.,awe,3,0.85,0.95,0.8999999999999999
909,It was a moment marked by expressed hope.,hope,2,0.98,0.95,0.965
910,It was a moment marked by grateful.,gratitude,3,0.95,0.95,0.95
912,That experience left them with lasting furious.,anger,1,0.92,0.95,0.935
913,There was a clear sense of felt regret throughout the day.,regret,2,0.93,0.95,0.94
914,The situation brought out deep hopeful.,hope,2,0.83,0.95,0.8899999999999999
918,A sudden feeling of expressed regret filled their heart.,regret,2,0.95,0.95,0.95
919,There was a clear sense of sad throughout the day.,sadness,1,0.92,0.95,0.935
921,You could sense the sympathy in their voice.,empathy,2,0.92,0.95,0.935
922,There was a clear sense of anger throughout the day.,anger,1,0.95,0.95,0.95
923,It reflected a genuine feeling of public anger.,anger,1,0.9,0.95,0.925
925,Everyone noticed the expressed joy in that moment.,joy,1,0.92,0.95,0.935
926,It was a moment marked by social isolation.,loneliness,2,0.82,0.95,0.885
927,You could sense the happiness in their voice.,joy,1,0.93,0.95,0.94
928,The situation brought out deep felt sympathy.,empathy,2,0.92,0.95,0.935
929,Everyone noticed the expressed fear in that moment.,fear,1,0.83,0.95,0.8899999999999999
930,That experience left them with lasting furious.,anger,1,0.95,0.85,0.8999999999999999
931,You could sense the delight in their voice.,joy,1,0.95,0.95,0.95
932,There was a clear sense of empathy throughout the day.,empathy,2,0.95,0.95,0.95
933,They experienced thankful in a quiet moment.,gratitude,3,0.92,0.95,0.935
934,It reflected a genuine feeling of afraid.,fear,1,0.95,0.95,0.95
936,It reflected a genuine feeling of angry.,anger,1,0.93,0.95,0.94
939,You could sense the hopeful in their voice.,hope,2,0.92,0.95,0.935
940,It reflected a genuine feeling of lonely.,loneliness,2,0.93,0.95,0.94
941,You could sense the delight in their voice.,joy,1,0.95,0.95,0.95
943,Everyone noticed the mourning in that moment.,sadness,1,0.92,0.95,0.935
944,They experienced expressed joy in a quiet moment.,joy,1,0.95,0.95,0.95
945,The situation brought out deep social isolation.,loneliness,2,0.92,0.95,0.935
946,It reflected a genuine feeling of expressed hope.,hope,2,0.93,0.95,0.94
949,They experienced afraid in a quiet moment.,fear,1,0.83,0.95,0.8899999999999999
950,They experienced heartbroken in a quiet moment.,sadness,1,0.92,0.95,0.935
951,There was a clear sense of lonely throughout the day.,loneliness,2,0.95,0.95,0.95
952,It reflected a genuine feeling of isolation.,loneliness,2,0.93,0.95,0.94
953,That experience left them with lasting sad.,sadness,1,0.95,0.95,0.95
954,The situation brought out deep loneliness.,loneliness,2,0.95,0.95,0.95
955,You could sense the delight in their voice.,joy,1,0.92,0.95,0.935
956,It reflected a genuine feeling of social isolation.,loneliness,2,0.83,0.95,0.8899999999999999
959,That experience left them with lasting expressed regret.,regret,2,0.95,0.95,0.95
960,That experience left them with lasting lonely.,loneliness,2,0.92,0.95,0.935
961,The situation brought out deep peace of mind.,inner_peace,3,0.92,0.95,0.935
962,Everyone noticed the peace of mind in that moment.,inner_peace,3,0.92,0.95,0.935
966,The situation brought out deep happy.,joy,1,0.92,0.95,0.935
967,A sudden feeling of hope filled their heart.,hope,2,0.95,0.95,0.95
968,There was a clear sense of expressed regret throughout the day.,regret,2,0.92,0.95,0.935
970,It reflected a genuine feeling of loneliness.,loneliness,2,0.93,0.95,0.94
971,That experience left them with lasting mercy.,compassion,3,0.92,0.95,0.935
972,There was a clear sense of sadness throughout the day.,sadness,1,0.92,0.99,0.9550000000000001
973,It was a moment marked by inner peace.,inner_peace,3,0.95,0.95,0.95
974,They experienced sadness in a quiet moment.,sadness,1,0.92,0.95,0.935
975,You could sense the social isolation in their voice.,loneliness,2,0.82,0.85,0.835
976,It was a moment marked by felt sympathy.,empathy,2,0.95,0.95,0.95
977,A sudden feeling of heartbroken filled their heart.,sadness,1,0.93,0.95,0.94
978,You could sense the social isolation in their voice.,loneliness,2,0.92,0.95,0.935
979,You could sense the happiness in their voice.,joy,1,0.92,0.85,0.885
982,It reflected a genuine feeling of felt sympathy.,empathy,2,0.95,0.95,0.95
984,It reflected a genuine feeling of heartbroken.,sadness,1,0.95,0.95,0.95
985,There was a clear sense of grief throughout the day.,sadness,1,0.92,0.95,0.935
986,There was a clear sense of expressed gratitude throughout the day.,gratitude,3,0.93,1.0,0.9650000000000001
987,That experience left them with lasting hopeful.,hope,2,0.95,0.95,0.95
988,You could sense the lonely in their voice.,loneliness,2,0.93,0.95,0.94
989,It reflected a genuine feeling of expressed anger.,anger,1,0.93,0.95,0.94
990,You could sense the gratitude in their voice.,gratitude,3,0.92,0.95,0.935
991,Everyone noticed the peace of mind in that moment.,inner_peace,3,0.92,0.95,0.935
992,There was a clear sense of awe throughout the day.,awe,3,0.95,0.95,0.95
993,Everyone noticed the thankful in that moment.,gratitude,3,0.95,0.95,0.95
994,There was a clear sense of thankful throughout the day.,gratitude,3,0.92,0.95,0.935
995,You could sense the compassionate in their voice.,compassion,3,0.92,0.95,0.935
996,That experience left them with lasting regret.,regret,2,0.95,0.95,0.95
997,They experienced angry in a quiet moment.,anger,1,0.95,0.95,0.95
999,They experienced social isolation in a quiet moment.,loneliness,2,0.85,0.95,0.8999999999999999
1000,That experience left them with lasting sign of hope.,hope,2,0.92,0.95,0.935
1001,Everyone noticed the thankful in that moment.,gratitude,3,0.93,0.95,0.94
1002,The situation brought out deep peace of mind.,inner_peace,3,0.92,0.95,0.935
1003,Everyone noticed the heartbroken in that moment.,sadness,1,0.93,0.95,0.94
1004,It was a moment marked by furious.,anger,1,0.83,0.95,0.8899999999999999
1005,That experience left them with lasting delight.,joy,1,0.95,0.95,0.95
1006,Everyone noticed the inner peace in that moment.,inner_peace,3,0.95,0.95,0.95
1007,The situation brought out deep regret.,regret,2,0.93,0.95,0.94
1009,That experience left them with lasting peace of mind.,inner_peace,3,0.92,0.95,0.935
1018,The situation brought out deep felt regret.,regret,2,0.95,0.95,0.95
1019,A sudden feeling of afraid filled their heart.,fear,1,0.95,0.95,0.95
1022,It reflected a genuine feeling of grief.,sadness,1,0.92,0.95,0.935
1023,It was a moment marked by remorse.,regret,2,0.92,0.95,0.935
1025,That experience left them with lasting fear.,fear,1,0.92,0.95,0.935
1026,That experience left them with lasting deeply moved.,sadness,1,0.82,0.95,0.885
1029,They experienced expressed gratitude in a quiet moment.,gratitude,3,0.95,0.95,0.95
1031,There was a clear sense of remorse throughout the day.,regret,2,0.92,0.95,0.935
1032,The situation brought out deep expressed regret.,regret,2,0.92,0.95,0.935
1033,It was a moment marked by sign of hope.,hope,2,0.92,0.95,0.935
1034,Everyone noticed the fear in that moment.,fear,1,0.95,0.95,0.95
1035,Everyone noticed the furious in that moment.,anger,1,0.92,0.95,0.935
1036,That experience left them with lasting wonder.,awe,3,0.92,0.95,0.935
1037,The situation brought out deep wonder.,awe,3,0.83,0.95,0.8899999999999999
1039,It reflected a genuine feeling of loneliness.,loneliness,2,0.95,0.95,0.95
1040,They experienced empathy in a quiet moment.,empathy,2,0.95,0.95,0.95
1043,There was a clear sense of expressed gratitude throughout the day.,gratitude,3,0.95,0.95,0.95
1044,That experience left them with lasting grief.,sadness,1,0.95,0.95,0.95
1046,You could sense the furious in their voice.,anger,1,0.93,0.95,0.94
1049,It reflected a genuine feeling of anger.,anger,1,0.95,0.95,0.95
1050,Everyone noticed the outrage in that moment.,anger,1,0.83,0.85,0.84
1051,You could sense the thankful in their voice.,gratitude,3,0.92,0.95,0.935
1052,You could sense the expressed gratitude in their voice.,gratitude,3,0.92,0.95,0.935
1053,Everyone noticed the expressed fear in that moment.,fear,1,0.83,0.95,0.8899999999999999
1054,Everyone noticed the terrified in that moment.,fear,1,0.95,0.95,0.95
1055,There was a clear sense of regret throughout the day.,regret,2,0.95,0.95,0.95
1057,That experience left them with lasting expressed hope.,hope,2,0.92,0.95,0.935
1058,The situation brought out deep hope.,hope,2,0.98,0.95,0.965
1059,Everyone noticed the mourning in that moment.,sadness,1,0.83,0.95,0.8899999999999999
1060,A sudden feeling of furious filled their heart.,anger,1,0.95,0.95,0.95
1061,It reflected a genuine feeling of hope.,hope,2,0.95,0.95,0.95
1062,It was a moment marked by remorse.,regret,2,0.92,0.95,0.935
1063,It reflected a genuine feeling of loneliness.,loneliness,2,0.95,0.95,0.95
1064,The situation brought out deep afraid.,fear,1,0.92,0.85,0.885
1066,You could sense the compassionate in their voice.,compassion,3,0.92,0.95,0.935
1069,There was a clear sense of thankful throughout the day.,gratitude,3,0.92,0.95,0.935
1070,There was a clear sense of terrified throughout the day.,fear,1,0.92,0.95,0.935
1071,They experienced letting go in a quiet moment.,inner_peace,3,0.85,0.95,0.8999999999999999
1072,A sudden feeling of remorse filled their heart.,regret,2,0.92,0.95,0.935
1073,You could sense the happy in their voice.,joy,1,0.92,0.95,0.935
1074,A sudden feeling of felt regret filled their heart.,regret,2,0.95,0.95,0.95
1077,The situation brought out deep hopeful.,hope,2,0.93,0.95,0.94
1079,It was a moment marked by hopeful.,hope,2,0.93,0.95,0.94
1080,You could sense the joy in their voice.,joy,1,0.92,0.95,0.935
1081,A sudden feeling of felt sympathy filled their heart.,empathy,2,0.92,0.95,0.935
1083,The situation brought out deep felt regret.,regret,2,0.93,0.95,0.94
1084,It was a moment marked by anger.,anger,1,0.95,0.95,0.95
1085,It was a moment marked by panic.,fear,1,0.92,0.95,0.935
1086,They experienced calmness in a quiet moment.,inner_peace,3,0.92,0.95,0.935
1087,Everyone noticed the thankful in that moment.,gratitude,3,0.92,0.95,0.935
1088,It reflected a genuine feeling of public anger.,anger,1,0.92,0.95,0.935
1091,You could sense the expressed gratitude in their voice.,gratitude,3,0.93,0.95,0.94
1092,The situation brought out deep empathy.,empathy,2,0.95,0.95,0.95
1093,There was a clear sense of hope throughout the day.,hope,2,0.95,0.95,0.95
1095,They experienced thankful in a quiet moment.,gratitude,3,0.92,0.95,0.935
1096,It was a moment marked by expressed regret.,regret,2,0.95,0.95,0.95
1097,Everyone noticed the celebration in that moment.,joy,1,0.92,0.95,0.935
1098,They experienced empathy in a quiet moment.,empathy,2,0.95,0.95,0.95
1099,They experienced angry in a quiet moment.,anger,1,0.83,0.95,0.8899999999999999
1100,There was a clear sense of panic throughout the day.,fear,1,0.92,0.95,0.935
1101,They experienced isolation in a quiet moment.,loneliness,2,0.92,0.95,0.935
1103,It was a moment marked by gratitude.,gratitude,3,0.95,1.0,0.975
1104,The situation brought out deep letting go.,sadness,1,0.87,0.95,0.9099999999999999
1105,They experienced sadness in a quiet moment.,sadness,1,0.95,0.95,0.95
1106,That experience left them with lasting furious.,anger,1,0.92,0.95,0.935
1107,They experienced sense of awe in a quiet moment.,awe,3,0.95,0.95,0.95
1108,They experienced furious in a quiet moment.,anger,1,0.92,0.95,0.935
1109,The situation brought out deep deeply moved.,sadness,1,0.92,0.85,0.885
1110,You could sense the remorse in their voice.,regret,2,0.92,0.95,0.935
1112,You could sense the delight in their voice.,joy,1,0.92,0.85,0.885
1116,There was a clear sense of expressed hope throughout the day.,hope,2,0.98,0.95,0.965
1118,The situation brought out deep remorse.,regret,2,0.95,0.95,0.95
1119,You could sense the happiness in their voice.,joy,1,0.92,0.85,0.885
1120,You could sense the grateful in their voice.,gratitude,3,0.93,0.95,0.94
1121,They experienced joy in a quiet moment.,joy,1,0.92,0.95,0.935
1122,It reflected a genuine feeling of compassionate.,compassion,3,0.92,0.95,0.935
1124,They experienced lonely in a quiet moment.,loneliness,2,0.92,0.95,0.935
1126,They experienced felt regret in a quiet moment.,regret,2,0.92,0.95,0.935
1127,You could sense the expressed gratitude in their voice.,gratitude,3,0.92,0.95,0.935
1128,A sudden feeling of expressed joy filled their heart.,joy,1,0.95,0.95,0.95
1129,They experienced happy in a quiet moment.,joy,1,0.92,0.95,0.935
1130,A sudden feeling of isolation filled their heart.,loneliness,2,0.92,0.95,0.935
1133,Everyone noticed the mourning in that moment.,sadness,1,0.95,0.95,0.95
1135,It reflected a genuine feeling of outrage.,anger,1,0.92,0.95,0.935
1136,They experienced hope in a quiet moment.,hope,2,0.93,0.95,0.94
1137,It reflected a genuine feeling of expressed regret.,regret,2,0.92,0.95,0.935
1139,It was a moment marked by hopeful.,hope,2,0.92,0.95,0.935
1140,There was a clear sense of grateful throughout the day.,gratitude,3,0.95,0.95,0.95
1142,Everyone noticed the expressed hope in that moment.,hope,2,0.95,0.95,0.95
1143,The situation brought out deep sense of awe.,awe,3,0.95,0.95,0.95
1146,That experience left them with lasting frightened.,fear,1,0.93,0.95,0.94
1148,It reflected a genuine feeling of grateful.,gratitude,3,0.98,0.95,0.965
1149,It was a moment marked by outrage.,anger,1,0.92,0.95,0.935
1150,You could sense the heartbroken in their voice.,sadness,1,0.92,0.95,0.935
1154,You could sense the wonder in their voice.,awe,3,0.92,0.95,0.935
1155,That experience left them with lasting compassion.,compassion,3,0.95,0.95,0.95
1156,Everyone noticed the remorse in that moment.,regret,2,0.93,0.95,0.94
1158,It reflected a genuine feeling of sign of hope.,hope,2,0.92,0.95,0.935
1159,It reflected a genuine feeling of compassionate.,compassion,3,0.95,0.95,0.95
1160,It reflected a genuine feeling of sad.,sadness,1,0.95,0.95,0.95
1161,It was a moment marked by compassion.,compassion,3,0.95,0.95,0.95
1163,That experience left them with lasting empathy.,empathy,2,0.95,0.95,0.95
1165,It reflected a genuine feeling of inner peace.,inner_peace,3,0.95,0.98,0.965
1167,They experienced anger in a quiet moment.,anger,1,0.9,0.95,0.925
1168,There was a clear sense of grief throughout the day.,sadness,1,0.93,0.98,0.9550000000000001
1169,That experience left them with lasting happy.,joy,1,0.92,0.95,0.935
1170,The situation brought out deep terrified.,fear,1,0.92,0.95,0.935
1171,That experience left them with lasting isolation.,loneliness,2,0.83,0.95,0.8899999999999999
1172,It was a moment marked by expressed sadness.,sadness,1,0.92,0.95,0.935
1173,Everyone noticed the loneliness in that moment.,loneliness,2,0.95,0.95,0.95
1174,You could sense the awe in their voice.,awe,3,0.95,0.95,0.95
1176,A sudden feeling of thankful filled their heart.,gratitude,3,0.95,0.95,0.95
1177,That experience left them with lasting expressed regret.,regret,2,0.95,0.95,0.95
1179,It was a moment marked by hope.,hope,2,0.93,0.95,0.94
1180,There was a clear sense of calmness throughout the day.,inner_peace,3,0.92,0.95,0.935
1181,There was a clear sense of frightened throughout the day.,fear,1,0.93,0.95,0.94
1182,You could sense the loneliness in their voice.,loneliness,2,0.93,0.95,0.94
1183,They experienced awe in a quiet moment.,awe,3,0.93,1.0,0.9650000000000001
1185,A sudden feeling of isolation filled their heart.,loneliness,2,0.92,0.95,0.935
1187,The situation brought out deep sense of awe.,awe,3,0.93,0.95,0.94
1188,You could sense the outrage in their voice.,anger,1,0.92,0.85,0.885
1189,A sudden feeling of sign of hope filled their heart.,hope,2,0.93,0.95,0.94
1190,It was a moment marked by expressed joy.,joy,1,0.95,0.95,0.95
1191,Everyone noticed the loneliness in that moment.,loneliness,2,0.95,0.95,0.95
1193,A sudden feeling of grief filled their heart.,sadness,1,0.93,0.95,0.94
1194,You could sense the panic in their voice.,fear,1,0.92,0.95,0.935
1195,The situation brought out deep celebration.,joy,1,0.95,0.95,0.95
1196,That experience left them with lasting expressed anger.,anger,1,0.95,0.95,0.95
1197,Everyone noticed the gratitude in that moment.,gratitude,3,0.98,0.95,0.965
1198,It was a moment marked by hopeful.,hope,2,0.92,0.95,0.935
1199,There was a clear sense of fear throughout the day.,fear,1,0.95,0.95,0.95
